YIR038C,YOR321W
YIR038C,YNL217W
YIR038C,YML038C
YIR038C,YJR073C
YIR038C,YJR010CA
YIR033W,YPL053C
YIR038C,YPL053C
YIR033W,YNR030W
YIR038C,YNR030W
YIL124W,YIR038C
YHR096C,YIR038C
YGR121C,YIR038C
YCR068W,YNL111C
YIR033W,YNL111C
YIR038C,YNL111C
YDR284C,YNL111C
YCR068W,YIR033W
YCR068W,YIR038C
YCR021C,YDR479C
YGL054C,YIR038C
YBR243C,YIR038C
YBR241C,YIR033W
YBR241C,YIR038C
YBR241C,YDR479C
YBR205W,YIR038C
YBR126W,) YIR038C
YBR029C,YIR033W
YIR033W,YLR268W
YDR434W,YIR033W
YIR033W,YPR159CA
YIR033W,YNL219C
YIR033W,YJL117W
YGL225W,YIR033W
YBR029C,YIR038C
YDR479C,YOR377W
YDR479C,YOL065C
YIR038C,YOL003C
YDR479C,YOL003C
YDR479C,YNR075W
YIR038C,YLR268W
YDR479C,YLR268W
YDR479C,YLR036C
YDR479C,YGL065C
YDR476C,YHR211W
YHR211W,YIR038C
YDR476C,YIR038C
YDR476C,YDR479C
YBL020W,YIR038C
YIR038C,YPR159CA
YIR038C,YNL219C
YIR038C,YJL117W
YGL225W,YIR038C
YGL104C,YIR038C
YDR284C,YIR038C
YBL020W,YDR479C
YDR479C,YPR159CA
YDR479C,YJL117W
YDR479C,YGR284C
YDR479C,YGL104C
YDR284C,YDR479C
YAR027W,YPR159CA
YJR044C,YOL129W
YAR027W,YOL129W
YAR027W,YNL315C
YAR027W,YNL219C
YAR027W,YLR279W
YAR027W,YJR044C
YAR027W,YGR284C
YAR027W,YGL104C
YDL236W,YNL189W
YHR216W,YNL189W
YHR025W,YNL189W
YGR192C,YNL189W
YGL221C,YML064C
YGL221C,YNL189W
YGL040C,YML064C
YGL040C,YNL189W
YNL189W,YOR095C
YJL199C,YML064C
YJL199C,YNL189W
YFL061W,YNL189W
YGL037C,YNL189W
YNL189W,YPR193C
YNL189W,YPL214C
YNL189W,YOR155C
YNL189W,YOL058W
YNL189W,YNL331C
YMR239C,YNL189W
YMR226C,YNL189W
YER065C,YNL189W
YBR137W,YML064C
YBR137W,YNL189W
YBR252W,YNL189W
YEL066W,YML064C
YEL066W,YNL189W
YML064C,YPL111W
YNL189W,YPL111W
YML064C,YOR020C
YNL189W,YOR020C
YBR072W,YML064C
YKL035W,YML064C
YBR072W,YNL189W
YDR533C,YNL189W
YNL189W,YPR062W
YDR487C,YNL189W
YLR209C,YNL189W
YDR453C,YML028W
YML028W,YNL189W
YDR453C,YIL039W
YDR453C,YNL189W
YDR318W,YNL189W
YJR021C,YNL189W
YDR085C,YLR423C
YDR052C,YLR423C
YIR017C,YLR423C
YDR022C,YLR423C
YIL084C,YLR423C
YHR197W,YLR423C
YLR423C,YML062C
YLR423C,YOR158W
YCL063W,YLR423C
YCL032W,YLR423C
YGL086W,YLR423C
YBR123C,YLR423C
YBR102C,YLR423C
YLR423C,YNL182C
YLR423C,YMR213W
YLR423C,YMR059W
YLR423C,YLR439W
YDR374C,YLR423C
YKL050C,YLR423C
YDR159W,YLR423C
YDR510W,YER047C
YER047C,YKL032C
YDL064W,YDR510W
YDL055C,YDR510W
YBR249C,YDR510W
YBR223C,YDR510W
YBR088C,YDR510W
YDR510W,YOR144C
YDR510W,YNL088W
YDR510W,YMR233W
YDR510W,YMR219W
YDR510W,YML023C
YDR510W,YLR335W
YDR510W,YLR263W
YDR510W,YKL043W
YDR510W,YKL032C
YDR510W,YFL045C
YDR446W,YDR510W
YCR106W,YPL243W
YCR106W,YPL034W
YCR106W,YNL171C
YCR106W,YMR141C
YCR106W,YMR060C
YCR106W,YJL135W
YCR106W,YJL077WB
YCR106W,YJL006C
YCR106W,YHR130C
YCR106W,YGR140W
YCR106W,YGR081C
YCR106W,YGL247W
YCR106W,YEL072W
YCR106W,YDR222W
TORF47,YCR106W
TORF1 (,CR106W
Q0085 (,CR106W
YIR035C,YLR291C
YDR051C,YLR291C
YDL144C,YLR291C
YGL252C,YLR291C
YLR291C,YPL069C
YHR112C,YLR291C
YEL012W,YLR291C
YLR291C,YNL307C
YLR291C,YML106W
YLR011W,YLR291C
YDR428C,YLR291C
YLL057C,YLR291C
YJR057W,YLR291C
YDL100C,YPR075C
YDL100C,YNR067C
YDL100C,YNL149C
YDL100C,YML101C
YDL100C,YLR297W
YDL100C,YKR100C
YDL100C,YJL153C
YDL100C,YIL162W
YDL100C,YHR180W
YDL100C,YGR189C
YDL100C,YGR028W
YDL100C,YER150W
YDL100C,YDR526C
YDL100C,YDR513W
YDL100C,YDR304C
YDR100W,YOR109W
YDR100W,YNL204C
YDR100W,YNL198C
YDR100W,YLR393W
YDR100W,YKL003WA
YJL104W,YMR071C
YDR100W,YJL104W
YHR105W,YNL044W
